@relation traffic 
@attribute srcIP {10.0.2.15,91.144.166.4,213.180.204.8,217.69.128.52,94.100.182.110,217.73.200.169,94.100.189.180,94.100.179.174,94.100.182.66,94.100.188.21,77.88.21.90,93.158.134.90,91.192.149.129,91.192.149.52,217.69.130.42,88.212.196.77,94.100.182.16,94.100.178.215}
@attribute dstIP {91.144.166.4,10.0.2.15,213.180.204.8,217.69.128.52,94.100.182.110,217.73.200.169,94.100.189.180,94.100.179.174,94.100.182.66,94.100.188.21,77.88.21.90,93.158.134.90,91.192.149.129,91.192.149.52,217.69.130.42,88.212.196.77,94.100.182.16,94.100.178.215}
@attribute length {65,156,98,86,151,74,60,54,1120,1514,642,886,1210,1438,1494,82,539,1174,90,1194,1250,662,326,183,78,187,573,70,492,75,114,556,1098,1097,283,244,552,553,554,551,341,76,110,558,1095,560,564,1151,567,566,547,546,792,238,113,511,543,72,304,738,444,918,1115,369,80,276,587,569,850,1299,544,77,209,575,574,510,251,214,400,104,1118,307,647,317,115,96,489,467,471,468,629,291,1187,278,266,1145,97,1110,373,665,463}
@attribute protocol {UDP,ICMP,TCP}
@attribute srcCountry {@@,RU,DE}
@attribute dstCountry {RU,@@,DE}
@data
91.192.149.52,10.0.2.15,400,TCP,RU,@@
10.0.2.15,91.192.149.52,54,TCP,@@,RU
10.0.2.15,91.144.166.4,70,UDP,@@,RU
91.144.166.4,10.0.2.15,104,UDP,RU,@@
10.0.2.15,217.69.130.42,74,TCP,@@,DE
217.69.130.42,10.0.2.15,60,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
10.0.2.15,217.69.130.42,1118,TCP,@@,DE
217.69.130.42,10.0.2.15,60,TCP,DE,@@
10.0.2.15,213.180.204.8,98,ICMP,@@,RU
213.180.204.8,10.0.2.15,98,ICMP,RU,@@
10.0.2.15,91.144.166.4,86,UDP,@@,RU
91.144.166.4,10.0.2.15,151,UDP,RU,@@
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,886,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,886,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,886,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,1514,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,642,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
10.0.2.15,91.144.166.4,76,UDP,@@,RU
91.144.166.4,10.0.2.15,307,UDP,RU,@@
10.0.2.15,88.212.196.77,74,TCP,@@,RU
88.212.196.77,10.0.2.15,60,TCP,RU,@@
10.0.2.15,88.212.196.77,54,TCP,@@,RU
10.0.2.15,88.212.196.77,647,TCP,@@,RU
88.212.196.77,10.0.2.15,60,TCP,RU,@@
217.69.130.42,10.0.2.15,1299,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,60,TCP,DE,@@
10.0.2.15,217.69.130.42,54,TCP,@@,DE
217.69.130.42,10.0.2.15,60,TCP,DE,@@
88.212.196.77,10.0.2.15,317,TCP,RU,@@
10.0.2.15,88.212.196.77,54,TCP,@@,RU
88.212.196.77,10.0.2.15,60,TCP,RU,@@
10.0.2.15,88.212.196.77,54,TCP,@@,RU
88.212.196.77,10.0.2.15,60,TCP,RU,@@
10.0.2.15,91.144.166.4,80,UDP,@@,RU
10.0.2.15,91.144.166.4,76,UDP,@@,RU
10.0.2.15,91.144.166.4,76,UDP,@@,RU
91.144.166.4,10.0.2.15,115,UDP,RU,@@
91.144.166.4,10.0.2.15,96,UDP,RU,@@
10.0.2.15,94.100.182.16,74,TCP,@@,@@
10.0.2.15,94.100.189.180,74,TCP,@@,@@
10.0.2.15,94.100.189.180,74,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.182.16,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.182.16,54,TCP,@@,@@
10.0.2.15,94.100.182.16,489,TCP,@@,@@
10.0.2.15,94.100.189.180,467,TCP,@@,@@
10.0.2.15,94.100.189.180,471,TCP,@@,@@
94.100.182.16,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
91.144.166.4,10.0.2.15,115,UDP,RU,@@
10.0.2.15,94.100.189.180,74,TCP,@@,@@
10.0.2.15,91.144.166.4,72,UDP,@@,RU
10.0.2.15,94.100.182.110,74,TCP,@@,@@
10.0.2.15,213.180.204.8,98,ICMP,@@,RU
94.100.182.110,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.182.110,54,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
10.0.2.15,94.100.189.180,468,TCP,@@,@@
10.0.2.15,94.100.182.110,629,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
94.100.182.110,10.0.2.15,60,TCP,@@,@@
213.180.204.8,10.0.2.15,98,ICMP,RU,@@
10.0.2.15,91.144.166.4,86,UDP,@@,RU
91.144.166.4,10.0.2.15,291,UDP,RU,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
91.144.166.4,10.0.2.15,151,UDP,RU,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.182.16,10.0.2.15,326,TCP,@@,@@
10.0.2.15,94.100.182.16,54,TCP,@@,@@
94.100.182.16,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
10.0.2.15,94.100.178.215,74,TCP,@@,@@
10.0.2.15,94.100.182.16,54,TCP,@@,@@
94.100.182.16,10.0.2.15,60,TCP,@@,@@
94.100.178.215,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.178.215,54,TCP,@@,@@
10.0.2.15,94.100.178.215,1187,TCP,@@,@@
94.100.178.215,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1494,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,278,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.178.215,10.0.2.15,266,TCP,@@,@@
10.0.2.15,94.100.178.215,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1145,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.182.110,10.0.2.15,326,TCP,@@,@@
10.0.2.15,94.100.182.110,54,TCP,@@,@@
94.100.182.110,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.182.110,54,TCP,@@,@@
94.100.182.110,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.178.215,10.0.2.15,97,TCP,@@,@@
10.0.2.15,94.100.178.215,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
94.100.189.180,10.0.2.15,1110,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
10.0.2.15,94.100.178.215,54,TCP,@@,@@
94.100.178.215,10.0.2.15,60,TCP,@@,@@
94.100.178.215,10.0.2.15,60,TCP,@@,@@
10.0.2.15,94.100.178.215,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,886,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,373,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,665,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
10.0.2.15,94.100.189.180,463,TCP,@@,@@
94.100.189.180,10.0.2.15,60,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,642,TCP,@@,@@
10.0.2.15,94.100.189.180,54,TCP,@@,@@
94.100.189.180,10.0.2.15,1514,TCP,@@,@@
